Cylindrical
24	3	15
R[m] 	Phi[rad] 	Z[m] 	Br	Bphi	Bz	B [nT]
0.000000e+00		1.570796e+00		-1.400000e+00		2.944312e-14	-1.848002e-14	2.434752e-14	4.244066e-14	
0.000000e+00		1.570796e+00		-1.200000e+00		-8.547877e-15	1.784416e-14	3.418781e-14	3.950046e-14	
0.000000e+00		1.570796e+00		-1.000000e+00		3.680693e-14	2.540418e-14	-2.793542e-14	5.273054e-14	
0.000000e+00		1.570796e+00		-8.000000e-01		-1.163614e-14	-1.152758e-14	1.053300e-15	1.641324e-14	
0.000000e+00		1.570796e+00		-6.000000e-01		1.332132e-14	5.061288e-15	-1.886656e-16	1.425166e-14	
0.000000e+00		1.570796e+00		-4.000000e-01		1.564175e-15	-3.781411e-15	-1.179369e-15	4.258712e-15	
0.000000e+00		1.570796e+00		-2.000000e-01		2.346316e-15	4.153585e-15	-1.377683e-15	4.965428e-15	
0.000000e+00		1.570796e+00		0.000000e+00		2.543100e-15	1.172907e-16	-6.205487e-15	6.707398e-15	
0.000000e+00		1.570796e+00		2.000000e-01		-4.843379e-16	2.186175e-15	-7.901969e-16	2.374522e-15	
0.000000e+00		1.570796e+00		4.000000e-01		3.646118e-15	9.573512e-16	-4.759526e-15	6.071555e-15	
0.000000e+00		1.570796e+00		6.000000e-01		-4.666537e-16	1.491110e-14	-7.664862e-15	1.677226e-14	
0.000000e+00		1.570796e+00		8.000000e-01		5.960955e-14	2.882278e-14	3.142504e-15	6.628670e-14	
0.000000e+00		1.570796e+00		1.000000e+00		1.220016e-14	-4.885987e-15	8.529788e-15	1.566761e-14	
0.000000e+00		1.570796e+00		1.200000e+00		-9.705092e-15	1.008162e-13	7.646065e-14	1.269028e-13	
0.000000e+00		1.570796e+00		1.400000e+00		-6.869447e-14	4.870688e-14	5.616984e-14	1.012242e-13	
0.000000e+00		1.701696e+00		-1.400000e+00		2.677910e-14	-2.216502e-14	2.434752e-14	4.244066e-14	
0.000000e+00		1.701696e+00		-1.200000e+00		-6.145619e-15	1.880722e-14	3.418781e-14	3.950046e-14	
0.000000e+00		1.701696e+00		-1.000000e+00		3.980795e-14	2.038257e-14	-2.793542e-14	5.273054e-14	
0.000000e+00		1.701696e+00		-8.000000e-01		-1.304124e-14	-9.910144e-15	1.053300e-15	1.641324e-14	
0.000000e+00		1.701696e+00		-6.000000e-01		1.386798e-14	3.279207e-15	-1.886656e-16	1.425166e-14	
0.000000e+00		1.701696e+00		-4.000000e-01		1.057220e-15	-3.953227e-15	-1.179369e-15	4.258712e-15	
0.000000e+00		1.701696e+00		-2.000000e-01		2.868395e-15	3.811795e-15	-1.377683e-15	4.965428e-15	
0.000000e+00		1.701696e+00		0.000000e+00		2.536653e-15	-2.156540e-16	-6.205487e-15	6.707398e-15	
0.000000e+00		1.701696e+00		2.000000e-01		-1.948412e-16	2.230690e-15	-7.901969e-16	2.374522e-15	
0.000000e+00		1.701696e+00		4.000000e-01		3.739885e-15	4.732469e-16	-4.759526e-15	6.071555e-15	
0.000000e+00		1.701696e+00		6.000000e-01		1.483628e-15	1.484444e-14	-7.664862e-15	1.677226e-14	
0.000000e+00		1.701696e+00		8.000000e-01		6.286171e-14	2.079559e-14	3.142504e-15	6.628670e-14	
0.000000e+00		1.701696e+00		1.000000e+00		1.145803e-14	-6.436627e-15	8.529788e-15	1.566761e-14	
0.000000e+00		1.701696e+00		1.200000e+00		3.537089e-15	1.012205e-13	7.646065e-14	1.269028e-13	
