"1D","PhaseSpace: -900: 0:ALL: X at Zstop",100,-100,100,0.00074,8.60233e-05,2e-05,1.41421e-05,0,0,0,0,0,0,2e-05,1.41421e-05,0.00011,3.31662e-05,0.00017,4.12311e-05,9e-05,3e-05,0.00014,3.74166e-05,0.00013,3.60555e-05,0.00019,4.3589e-05,0.00013,3.60555e-05,8e-05,2.82843e-05,0.00018,4.24264e-05,0.00018,4.24264e-05,0.00012,3.4641e-05,9e-05,3e-05,0.0001,3.16228e-05,0.0001,3.16228e-05,5e-05,2.23607e-05,0.00011,3.31662e-05,0.00021,4.58258e-05,0.00011,3.31662e-05,0.0001,3.16228e-05,0.00011,3.31662e-05,0.00017,4.12311e-05,0.00014,3.74166e-05,0.00011,3.31662e-05,0.00011,3.31662e-05,8e-05,2.82843e-05,0.00017,4.12311e-05,9e-05,3e-05,5e-05,2.23607e-05,6e-05,2.44949e-05,6e-05,2.44949e-05,8e-05,2.82843e-05,0.00017,4.12311e-05,6e-05,2.44949e-05,0.00011,3.31662e-05,6e-05,2.44949e-05,7e-05,2.64575e-05,0.00011,3.31662e-05,0.0001,3.16228e-05,9e-05,3e-05,0.0001,3.16228e-05,5e-05,2.23607e-05,7e-05,2.64575e-05,2e-05,1.41421e-05,9e-05,3e-05,8e-05,2.82843e-05,0.00015,3.87298e-05,6e-05,2.44949e-05,0.00013,3.60555e-05,9e-05,3e-05,0.00014,3.74166e-05,0.0001,3.16228e-05,8e-05,2.82843e-05,7e-05,2.64575e-05,7e-05,2.64575e-05,8e-05,2.82843e-05,0.00012,3.4641e-05,0.00015,3.87298e-05,9e-05,3e-05,7e-05,2.64575e-05,0.00015,3.87298e-05,0.00011,3.31662e-05,0.00012,3.4641e-05,0.00014,3.74166e-05,0,0,7e-05,2.64575e-05,0.00013,3.60555e-05,8e-05,2.82843e-05,0.00013,3.60555e-05,0.00012,3.4641e-05,0.0001,3.16228e-05,0.0001,3.16228e-05,9e-05,3e-05,0.00017,4.12311e-05,0.00012,3.4641e-05,0.00017,4.12311e-05,9e-05,3e-05,0.00013,3.60555e-05,0.00013,3.60555e-05,0.0001,3.16228e-05,0.00013,3.60555e-05,0.00015,3.87298e-05,0.00019,4.3589e-05,0.00016,4e-05,0.00016,4e-05,9e-05,3e-05,0.00011,3.31662e-05,0.00016,4e-05,0.00015,3.87298e-05,0.00018,4.24264e-05,0.00011,3.31662e-05,2e-05,1.41421e-05,0,0,0,0,0,0,0,0,85,9.21954,1169,1.06535,1.75881,55.8958,1.24367
"1D","PhaseSpace: -900: 0:ALL: Y at Zstop",100,-100,100,0.00085,9.21954e-05,0,0,0,0,0,0,1e-05,1e-05,1e-05,1e-05,0.00019,4.3589e-05,0.00017,4.12311e-05,9e-05,3e-05,0.00012,3.4641e-05,0.00012,3.4641e-05,9e-05,3e-05,0.00011,3.31662e-05,8e-05,2.82843e-05,8e-05,2.82843e-05,7e-05,2.64575e-05,0.0001,3.16228e-05,6e-05,2.44949e-05,0.0001,3.16228e-05,0.00022,4.69042e-05,0.00015,3.87298e-05,0.00011,3.31662e-05,8e-05,2.82843e-05,0.0001,3.16228e-05,0.00011,3.31662e-05,9e-05,3e-05,8e-05,2.82843e-05,0.00011,3.31662e-05,0.00019,4.3589e-05,0.00015,3.87298e-05,0.00012,3.4641e-05,0.00011,3.31662e-05,0.00013,3.60555e-05,4e-05,2e-05,0.00014,3.74166e-05,0.00011,3.31662e-05,0.00012,3.4641e-05,2e-05,1.41421e-05,0.00015,3.87298e-05,5e-05,2.23607e-05,0.00013,3.60555e-05,0.00012,3.4641e-05,0.00014,3.74166e-05,0.00015,3.87298e-05,0.00014,3.74166e-05,9e-05,3e-05,7e-05,2.64575e-05,5e-05,2.23607e-05,0.0001,3.16228e-05,5e-05,2.23607e-05,0.0001,3.16228e-05,6e-05,2.44949e-05,8e-05,2.82843e-05,0.00014,3.74166e-05,6e-05,2.44949e-05,9e-05,3e-05,0.00011,3.31662e-05,8e-05,2.82843e-05,0.00011,3.31662e-05,0.00014,3.74166e-05,8e-05,2.82843e-05,7e-05,2.64575e-05,0.00016,4e-05,0.00017,4.12311e-05,0.00013,3.60555e-05,9e-05,3e-05,9e-05,3e-05,6e-05,2.44949e-05,0.00013,3.60555e-05,7e-05,2.64575e-05,0.0001,3.16228e-05,0.00013,3.60555e-05,0.00017,4.12311e-05,0.00016,4e-05,0.00011,3.31662e-05,0.00011,3.31662e-05,0.00011,3.31662e-05,7e-05,2.64575e-05,0.00011,3.31662e-05,0.00014,3.74166e-05,0.00011,3.31662e-05,0.00013,3.60555e-05,0.00017,4.12311e-05,6e-05,2.44949e-05,0.00021,4.58258e-05,0.00012,3.4641e-05,0.00011,3.31662e-05,0.00012,3.4641e-05,0.00013,3.60555e-05,0.00013,3.60555e-05,0.00012,3.4641e-05,0.00011,3.31662e-05,7e-05,2.64575e-05,0.00017,4.12311e-05,0.00011,3.31662e-05,9e-05,3e-05,1e-05,1e-05,0,0,0,0,1e-05,1e-05,0,0,81,9,1169,0.96012,1.6915,53.5702,1.19607
"1D","PhaseSpace: -900: 0:ALL: R at Zstop",100,0,100,0,0,0,0,0,0,0,0,0,0,1e-05,1e-05,1e-05,1e-05,0,0,0,0,1e-05,1e-05,0,0,2e-05,1.41421e-05,0,0,2e-05,1.41421e-05,0,0,3e-05,1.73205e-05,2e-05,1.41421e-05,3e-05,1.73205e-05,7e-05,2.64575e-05,2e-05,1.41421e-05,0,0,3e-05,1.73205e-05,5e-05,2.23607e-05,3e-05,1.73205e-05,4e-05,2e-05,5e-05,2.23607e-05,6e-05,2.44949e-05,5e-05,2.23607e-05,7e-05,2.64575e-05,6e-05,2.44949e-05,6e-05,2.44949e-05,3e-05,1.73205e-05,5e-05,2.23607e-05,4e-05,2e-05,5e-05,2.23607e-05,1e-05,1e-05,4e-05,2e-05,5e-05,2.23607e-05,5e-05,2.23607e-05,9e-05,3e-05,3e-05,1.73205e-05,8e-05,2.82843e-05,6e-05,2.44949e-05,3e-05,1.73205e-05,6e-05,2.44949e-05,0.00011,3.31662e-05,0.0001,3.16228e-05,0.00011,3.31662e-05,5e-05,2.23607e-05,8e-05,2.82843e-05,2e-05,1.41421e-05,6e-05,2.44949e-05,6e-05,2.44949e-05,4e-05,2e-05,0.00012,3.4641e-05,9e-05,3e-05,8e-05,2.82843e-05,7e-05,2.64575e-05,6e-05,2.44949e-05,0.00013,3.60555e-05,0.00012,3.4641e-05,0.0001,3.16228e-05,0.00012,3.4641e-05,0.00016,4e-05,0.00012,3.4641e-05,0.00013,3.60555e-05,0.00012,3.4641e-05,0.00016,4e-05,0.0001,3.16228e-05,0.00015,3.87298e-05,8e-05,2.82843e-05,0.00018,4.24264e-05,9e-05,3e-05,0.00016,4e-05,0.00017,4.12311e-05,0.00011,3.31662e-05,0.00017,4.12311e-05,0.00016,4e-05,0.00016,4e-05,0.00012,3.4641e-05,0.00015,3.87298e-05,0.00016,4e-05,0.00022,4.69042e-05,0.00019,4.3589e-05,0.00016,4e-05,0.00019,4.3589e-05,0.00017,4.12311e-05,0.00016,4e-05,0.00015,3.87298e-05,0.00024,4.89898e-05,0.00018,4.24264e-05,0.00022,4.69042e-05,0.00016,4e-05,0.00014,3.74166e-05,0.00014,3.74166e-05,0.00012,3.4641e-05,0.00013,3.60555e-05,0.0001,3.16228e-05,0.00011,3.31662e-05,5e-05,2.23607e-05,8e-05,2.82843e-05,320,17.8885,1169,67.434,0.752725,21.9326,0.532257
"1D","PhaseSpace: -900: 0:ALL: Direction Theta at Zstop",100,0,90,0,0,7e-05,2.64575e-05,0.00057,7.54983e-05,0.00068,8.24621e-05,0.001,0.0001,0.00165,0.000128452,0.00229,0.000151327,0.00204,0.000142829,0.00111,0.000105357,0.00041,6.40312e-05,5e-05,2.23607e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,1e-05,1e-05,1e-05,2e-05,1.41421e-05,1e-05,1e-05,2e-05,1.41421e-05,1e-05,1e-05,3e-05,1.73205e-05,1e-05,1e-05,2e-05,1.41421e-05,2e-05,1.41421e-05,0,0,2e-05,1.41421e-05,2e-05,1.41421e-05,3e-05,1.73205e-05,1e-05,1e-05,6e-05,2.44949e-05,2e-05,1.41421e-05,0,0,0,0,2e-05,1.41421e-05,0,0,2e-05,1.41421e-05,2e-05,1.41421e-05,1e-05,1e-05,4e-05,2e-05,4e-05,2e-05,2e-05,1.41421e-05,6e-05,2.44949e-05,5e-05,2.23607e-05,3e-05,1.73205e-05,4e-05,2e-05,5e-05,2.23607e-05,8e-05,2.82843e-05,5e-05,2.23607e-05,8e-05,2.82843e-05,8e-05,2.82843e-05,0.00016,4e-05,6e-05,2.44949e-05,4e-05,2e-05,5e-05,2.23607e-05,6e-05,2.44949e-05,6e-05,2.44949e-05,9e-05,3e-05,6e-05,2.44949e-05,5e-05,2.23607e-05,3e-05,1.73205e-05,3e-05,1.73205e-05,1e-05,1e-05,3e-05,1.73205e-05,0,0,1e-05,1e-05,1e-05,1e-05,0,0,0,0,0,0,1e-05,1e-05,0,0,0,0,0,0,1e-05,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169,10.3716,0.411364,14.0648,0.290878
"1D","PhaseSpace: -900: 0:ALL: Direction Phi at Zstop",100,-180,180,0,0,7e-05,2.64575e-05,8e-05,2.82843e-05,8e-05,2.82843e-05,7e-05,2.64575e-05,0.00012,3.4641e-05,0.00012,3.4641e-05,9e-05,3e-05,0.0001,3.16228e-05,0.00014,3.74166e-05,0.00011,3.31662e-05,0.00022,4.69042e-05,0.00019,4.3589e-05,0.00015,3.87298e-05,0.00014,3.74166e-05,0.00014,3.74166e-05,0.00015,3.87298e-05,0.00014,3.74166e-05,0.00011,3.31662e-05,7e-05,2.64575e-05,0.0001,3.16228e-05,8e-05,2.82843e-05,9e-05,3e-05,7e-05,2.64575e-05,8e-05,2.82843e-05,0.00011,3.31662e-05,8e-05,2.82843e-05,8e-05,2.82843e-05,8e-05,2.82843e-05,3e-05,1.73205e-05,9e-05,3e-05,0.00012,3.4641e-05,0.00012,3.4641e-05,9e-05,3e-05,0.00011,3.31662e-05,0.00012,3.4641e-05,0.00011,3.31662e-05,0.0003,5.47723e-05,0.00016,4e-05,0.00024,4.89898e-05,0.00019,4.3589e-05,0.0001,3.16228e-05,0.00016,4e-05,0.00013,3.60555e-05,9e-05,3e-05,6e-05,2.44949e-05,0.00015,3.87298e-05,8e-05,2.82843e-05,4e-05,2e-05,1e-05,1e-05,9e-05,3e-05,7e-05,2.64575e-05,8e-05,2.82843e-05,0.0001,3.16228e-05,0.00011,3.31662e-05,0.00014,3.74166e-05,0.0001,3.16228e-05,8e-05,2.82843e-05,0.00012,3.4641e-05,0.00017,4.12311e-05,0.00018,4.24264e-05,0.0002,4.47214e-05,0.00018,4.24264e-05,0.00012,3.4641e-05,0.00016,4e-05,0.00019,4.3589e-05,0.00013,3.60555e-05,0.00013,3.60555e-05,0.00013,3.60555e-05,0.00012,3.4641e-05,0.00012,3.4641e-05,8e-05,2.82843e-05,0.00011,3.31662e-05,0.00017,4.12311e-05,4e-05,2e-05,4e-05,2e-05,5e-05,2.23607e-05,7e-05,2.64575e-05,0.00011,3.31662e-05,9e-05,3e-05,6e-05,2.44949e-05,8e-05,2.82843e-05,0.0001,3.16228e-05,0.00014,3.74166e-05,0.0002,4.47214e-05,0.00016,4e-05,0.00019,4.3589e-05,0.00018,4.24264e-05,0.00017,4.12311e-05,0.00019,4.3589e-05,0.00012,3.4641e-05,0.00021,4.58258e-05,0.00014,3.74166e-05,4e-05,2e-05,0.0001,3.16228e-05,6e-05,2.44949e-05,0.00012,3.4641e-05,0.00011,3.31662e-05,4e-05,2e-05,0.0001,3.16228e-05,0.00014,3.74166e-05,0,0,1169,2.55449,3.01041,102.928,2.12868
"1D","PhaseSpace: -900: 0:ALL: Energy at Zstop",100,0,10,0,0,0.0003,5.47723e-05,0.00098,9.89949e-05,0.00107,0.000103441,0.001,0.0001,0.00083,9.11043e-05,0.00084,9.16515e-05,0.00056,7.48331e-05,0.00048,6.9282e-05,0.00047,6.85565e-05,0.00043,6.55744e-05,0.00048,6.9282e-05,0.00039,6.245e-05,0.00029,5.38516e-05,0.00027,5.19615e-05,0.00014,3.74166e-05,0.00026,5.09902e-05,0.0002,4.47214e-05,0.00019,4.3589e-05,0.00016,4e-05,0.00013,3.60555e-05,0.00021,4.58258e-05,9e-05,3e-05,8e-05,2.82843e-05,0.00015,3.87298e-05,0.00014,3.74166e-05,0.00013,3.60555e-05,9e-05,3e-05,0.00013,3.60555e-05,0.0001,3.16228e-05,9e-05,3e-05,6e-05,2.44949e-05,3e-05,1.73205e-05,0.0001,3.16228e-05,5e-05,2.23607e-05,9e-05,3e-05,5e-05,2.23607e-05,0.00011,3.31662e-05,5e-05,2.23607e-05,3e-05,1.73205e-05,5e-05,2.23607e-05,3e-05,1.73205e-05,6e-05,2.44949e-05,0,0,2e-05,1.41421e-05,3e-05,1.73205e-05,5e-05,2.23607e-05,4e-05,2e-05,5e-05,2.23607e-05,2e-05,1.41421e-05,4e-05,2e-05,0,0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,1e-05,0,0,1e-05,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169,1.16249,0.0326714,1.11706,0.0231022
"1D","PhaseSpace: -900: 0:ALL: Vx at Zstop",100,0,1,0.00565,0.000237697,0.00047,6.85565e-05,0.0004,6.32456e-05,0.00048,6.9282e-05,0.00054,7.34847e-05,0.00034,5.83095e-05,0.00047,6.85565e-05,0.00063,7.93725e-05,0.0005,7.07107e-05,0.00071,8.42615e-05,0.00063,7.93725e-05,3e-05,1.73205e-05,4e-05,2e-05,2e-05,1.41421e-05,2e-05,1.41421e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1.41421e-05,1e-05,1e-05,1e-05,1e-05,0,0,2e-05,1.41421e-05,0,0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1.41421e-05,1e-05,1e-05,1e-05,1e-05,0,0,3e-05,1.73205e-05,3e-05,1.73205e-05,0,0,1e-05,1e-05,3e-05,1.73205e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1.41421e-05,3e-05,1.73205e-05,3e-05,1.73205e-05,2e-05,1.41421e-05,2e-05,1.41421e-05,1e-05,1e-05,3e-05,1.73205e-05,3e-05,1.73205e-05,3e-05,1.73205e-05,2e-05,1.41421e-05,0,0,2e-05,1.41421e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1.41421e-05,2e-05,1.41421e-05,0,0,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169,0.102202,0.00564129,0.138643,0.003989
"1D","PhaseSpace: -900: 0:ALL: Vy at Zstop",100,0,1,0.00579,0.000240624,0.00037,6.08276e-05,0.00048,6.9282e-05,0.00059,7.68115e-05,0.00035,5.91608e-05,0.0006,7.74597e-05,0.00044,6.63325e-05,0.00054,7.34847e-05,0.0006,7.74597e-05,0.00056,7.48331e-05,0.00046,6.78233e-05,2e-05,1.41421e-05,2e-05,1.41421e-05,2e-05,1.41421e-05,1e-05,1e-05,0,0,0,0,0,0,2e-05,1.41421e-05,4e-05,2e-05,0,0,0,0,2e-05,1.41421e-05,0,0,1e-05,1e-05,0,0,0,0,0,0,1e-05,1e-05,1e-05,1e-05,0,0,0,0,0,0,1e-05,1e-05,0,0,0,0,0,0,2e-05,1.41421e-05,1e-05,1e-05,0,0,0,0,0,0,2e-05,1.41421e-05,1e-05,1e-05,0,0,3e-05,1.73205e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1.41421e-05,1e-05,1e-05,0,0,3e-05,1.73205e-05,2e-05,1.41421e-05,6e-05,2.44949e-05,2e-05,1.41421e-05,2e-05,1.41421e-05,0,0,2e-05,1.41421e-05,3e-05,1.73205e-05,4e-05,2e-05,4e-05,2e-05,2e-05,1.41421e-05,3e-05,1.73205e-05,3e-05,1.73205e-05,0,0,0,0,0,0,1e-05,1e-05,3e-05,1.73205e-05,4e-05,2e-05,4e-05,2e-05,1e-05,1e-05,3e-05,1.73205e-05,2e-05,1.41421e-05,0,0,3e-05,1.73205e-05,0,0,1e-05,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169,0.120763,0.0073859,0.179403,0.00522262
"1D","PhaseSpace: -900: 0:ALL: Vz at Zstop",100,0,1,0.01169,0.000341906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169,0,0,0,0
"1D","PhaseSpace: -900: 0:ALL: Weight at Zstop",100,-8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01169,0.000341906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169,0.05,1.9261e-11,6.58545e-10,1.36196e-11
