HEADER: 9,"EventID","TrackID","Particle","FinalKineticEnergy","FinalPosX","FinalPosY","FinalPosZ","FinalDirTheta","FinalDirPhi"
1543,1,"gamma",0.687894,-2.24777,-0.0670874,36,42.1354,-178.29
1545,1,"gamma",0.839438,-0.384362,4.8477,36,25.292,94.5334
1557,1,"gamma",1,0,0,36,0,0
1580,1,"gamma",0.940451,-1.45625,-1.34852,36,1.41396,-124.567
1586,1,"gamma",0.985927,-3.52203,2.75138,36,7.09798,142.003
1588,1,"gamma",1,0,0,36,0,0
1592,1,"gamma",1,0,0,36,0,0
1605,1,"gamma",1,0,0,36,0,0
1607,1,"gamma",1,-1.62283,0.42468,36,4.25867,165.335
1616,1,"gamma",1,0,0,36,0,0
1625,1,"gamma",0.70762,4.47217,11.6969,36,40.88,70.488
1643,1,"gamma",1,0,0,36,0,0
1646,1,"gamma",0.374352,-2.35641,-1.1316,36,62.7595,-128.548
1647,1,"gamma",1,0,0,36,0,0
1658,1,"gamma",0.887011,1.06472,-1.6221,36,19.3555,-56.7198
1662,1,"gamma",1,0,0,36,0,0
1665,1,"gamma",1,0,0,36,0,0
1672,1,"gamma",1,0,0,36,0,0
1692,1,"gamma",1,0.0109714,0.0250204,36,0.298879,66.3227
1698,1,"gamma",0.669212,9.63943,3.4559,36,41.3505,19.7236
1703,1,"gamma",0.719728,7.24605,-11.3422,36,36.9757,-57.4273
1706,1,"gamma",1,0,0,36,0,0
1707,1,"gamma",1,0,0,36,0,0
1710,1,"gamma",1,0,0,36,0,0
1719,1,"gamma",1,0,0,36,0,0
1727,1,"gamma",1,0,0,36,0,0
1743,1,"gamma",1,0,0,36,0,0
1753,1,"gamma",0.845822,1.35742,0.986491,36,0.563852,18.643
1757,1,"gamma",1,0,0,36,0,0
1772,1,"gamma",0.689754,1.49122,0.166687,36,25.1145,-145.724
1773,1,"gamma",0.896376,3.61514,1.87489,36,7.27506,22.54
1791,1,"gamma",0.894967,-7.21995,-7.85742,36,19.1307,-132.579
1794,1,"gamma",1,0,0,36,0,0
1805,1,"gamma",0.484048,3.47695,-1.10399,36,37.1272,-72.718
1812,1,"gamma",1,-4.11599,13.0423,36,22.3062,108.795
1817,1,"gamma",1,0,0,36,0,0
1819,1,"gamma",0.785971,9.26693,11.5598,36,27.6874,51.2824
1842,1,"gamma",1,0,0,36,0,0
1843,1,"gamma",1,0,0,36,0,0
1856,1,"gamma",0.8248,-0.855057,8.11669,36,28.3352,96.7921
1860,1,"gamma",0.317583,17.4039,2.1343,36,42.6569,73.4349
1863,1,"gamma",1,0,0,36,0,0
1865,1,"gamma",0.495048,7.40229,-1.39161,36,26.1408,-50.1503
1870,1,"gamma",1,0,0,36,0,0
1874,1,"gamma",0.751897,-5.07818,-10.0792,36,50.9642,-112.63
1889,1,"gamma",1,-0.256314,-0.456355,36,0.902391,-119.321
1895,1,"gamma",1,0,0,36,0,0
1899,1,"gamma",1,0,0,36,0,0
1935,1,"gamma",1,0,0,36,0,0
1936,1,"gamma",1,0,0,36,0,0
1942,1,"gamma",1,0,0,36,0,0
1944,1,"gamma",0.858556,5.07267,0.288245,36,29.9134,5.86129
1970,1,"gamma",0.956243,3.3819,-2.58418,36,11.2832,-37.3841
1977,1,"gamma",0.986524,-1.42381,0.0918967,36,6.54435,176.307
1983,1,"gamma",0.933718,-2.29011,3.26472,36,15.151,125.049
1984,1,"gamma",1,0,0,36,0,0
2010,1,"gamma",1,0,0,36,0,0
2026,1,"gamma",1,0,0,36,0,0
2041,1,"gamma",0.646631,0.520562,1.55512,36,43.7979,71.4925
2044,1,"gamma",0.871719,6.82854,-2.3908,36,23.2433,-19.2962
2054,1,"gamma",1,0,0,36,0,0
2064,1,"gamma",1,0,0,36,0,0
2074,1,"gamma",1,0,0,36,0,0
2087,1,"gamma",0.843238,11.5721,-10.3118,36,25.9739,-7.55564
2088,1,"gamma",1,-0.0281281,-0.0827322,36,1.4775,-108.778
2096,1,"gamma",1,0,0,36,0,0
2110,1,"gamma",1,0,0,36,0,0
2112,1,"gamma",0.608265,-1.68064,1.42746,36,47.1648,139.657
2129,1,"gamma",0.734945,-8.70897,-3.13655,36,34.2027,-162.755
2139,1,"gamma",1,0,0,36,0,0
2161,1,"gamma",0.717242,-1.05569,2.13123,36,36.7151,116.351
2169,1,"gamma",1,0,0,36,0,0
2174,1,"gamma",0.693544,-6.37132,-4.20667,36,39.3856,-146.565
2180,1,"gamma",0.963688,2.82977,3.85751,36,10.8013,53.7372
2189,1,"gamma",1,0.00598175,-6.48543e-05,36,0.241701,-0.621178
2190,1,"gamma",1,0,0,36,0,0
2196,1,"gamma",0.838112,2.67123,6.24184,36,23.4093,66.8312
2201,1,"gamma",1,0,0,36,0,0
2203,1,"gamma",1,0,0,36,0,0
2206,1,"gamma",0.966579,-6.53653,1.91093,36,11.3382,163.704
2215,1,"gamma",1,0,0,36,0,0
2226,1,"gamma",1,0,0,36,0,0
2234,1,"gamma",1,0,0,36,0,0
2237,1,"gamma",0.653933,-4.59852,-10.5955,36,43.4018,-113.461
2244,1,"gamma",1,0,0,36,0,0
2254,1,"gamma",0.603278,0.191642,-4.83575,36,59.4001,-88.2526
2256,1,"gamma",0.929214,-2.04502,-4.7616,36,15.2374,-114.172
2262,1,"gamma",0.690734,-9.73437,12.4876,36,44.6201,127.937
2283,1,"gamma",1,0,0,36,0,0
2292,1,"gamma",0.917872,-11.1364,-0.213225,36,17.1611,-168.694
2301,1,"gamma",0.603391,-4.61498,-2.33103,36,51.5477,-153.202
2308,1,"gamma",0.870959,-7.07063,-7.73533,36,21.8809,-132.429
2312,1,"gamma",1,0,0,36,0,0
2333,1,"gamma",1,0,0,36,0,0
2360,1,"gamma",0.794211,10.0239,2.59909,36,33.4761,8.65709
2371,1,"gamma",1,0,0,36,0,0
2381,1,"gamma",0.904268,-0.445203,3.82164,36,18.2994,96.6447
2390,1,"gamma",0.796607,10.8829,-9.56107,36,33.5045,-54.2575
2394,1,"gamma",1,0,0,36,0,0
2396,1,"gamma",0.551224,-4.01962,0.811068,36,54.3904,146.926
2399,1,"gamma",1,0,0,36,0,0
2406,1,"gamma",0.47781,-0.0821471,-0.135793,36,61.9866,-121.172
2415,1,"gamma",0.605257,-1.41586,0.970546,36,25.0733,131.142
2421,1,"gamma",1,0,0,36,0,0
2423,1,"gamma",1,0,0,36,0,0
2444,1,"gamma",1,0,0,36,0,0
2475,1,"gamma",1,0,0,36,0,0
2479,1,"gamma",1,0,0,36,0,0
2480,1,"gamma",1,0,0,36,0,0
2481,1,"gamma",1,0,0,36,0,0
2485,1,"gamma",0.996002,-2.10341,0.219559,36,3.72474,174.041
2493,1,"gamma",0.819741,-0.541976,10.7926,36,27.2868,92.8748
2495,1,"gamma",0.678223,-9.80749,-3.3182,36,32.4063,-163.077
2497,1,"gamma",1,0,0,36,0,0
2513,1,"gamma",1,0,0,36,0,0
2514,1,"gamma",1,0,0,36,0,0
2532,1,"gamma",0.629071,-0.0891878,-0.0556054,36,45.2438,-148.058
2536,1,"gamma",1,0,0,36,0,0
2541,1,"gamma",0.170327,5.09071,-6.24645,36,51.542,6.50477
2544,1,"gamma",0.521229,0.579404,0.581968,36,58.1671,45.1265
2552,3,"e-",0.758654,9.48697,7.61922,36,44.9034,-33.3032
2555,1,"gamma",0.905512,2.50686,-1.00122,36,17.5532,3.71496
2562,1,"gamma",1,0,0,36,0,0
2564,1,"gamma",1,-3.03529,-1.91004,36,8.77508,-147.819
2571,1,"gamma",0.669264,3.10587,4.90321,36,35.7646,57.6483
2574,1,"gamma",0.375077,-8.51078,18.1408,36,44.6339,151.89
2585,1,"gamma",0.762412,-17.3468,-5.76804,36,31.8017,-164.251
2592,1,"gamma",0.885588,-5.23675,5.26515,36,22.8219,134.093
2613,1,"gamma",1,0,0,36,0,0
2627,1,"gamma",1,0,0,36,0,0
2632,1,"gamma",1,0,0,36,0,0
2633,1,"gamma",0.796719,-0.208602,1.39912,36,29.6511,98.4801
2639,1,"gamma",0.952901,0.268524,-0.142966,36,11.1652,-28.0314
2640,1,"gamma",0.684092,3.94004,-5.23956,36,36.3236,-12.3693
2650,1,"gamma",1,0,0,36,0,0
2651,1,"gamma",0.524081,0.238198,-8.92091,36,71.0475,-88.3442
2652,1,"gamma",1,0.186895,-0.151901,36,2.08207,-39.1029
2659,1,"gamma",0.904199,-1.22272,-5.89541,36,19.72,-101.821
2662,1,"gamma",0.503911,-1.828,5.24249,36,63.1493,109.223
2666,1,"gamma",0.824373,4.06305,4.62878,36,16.2744,28.9361
2698,1,"gamma",0.994884,1.40064,2.09172,36,4.48445,56.1934
2709,1,"gamma",0.782881,-9.99571,5.89371,36,27.9222,149.475
2713,1,"gamma",1,0,0,36,0,0
2727,1,"gamma",0.734244,-4.19753,5.10255,36,21.1668,155.613
2728,1,"gamma",1,1.7703,0.79367,36,4.44047,24.1479
2749,1,"gamma",1,0,0,36,0,0
2756,1,"gamma",1,0,0,36,0,0
2760,1,"gamma",0.860837,-8.12394,2.05212,36,18.0395,165.295
2765,1,"gamma",1,0,0,36,0,0
2766,1,"gamma",0.842876,7.84231,-11.2267,36,24.8266,-55.0642
2776,1,"gamma",0.692773,2.66547,1.90374,36,41.0705,35.5353
